,text,type,client_gender,client_age
21,"Tijdens het verhaal voel je constant een soort dreiging; je bent je bewust van de angsten waar Elliot mee te maken heeft. Deze zijn angstaanjagend duidelijk beschreven door de auteur. Wanneer Elliot gedwongen wordt naar buiten te gaan gebeurt er een heleboel en verandert het boek in een spannend avonturenverhaal met heel veel brutale acties. Deze acties hadden voor mij iets minder heftig mogen zijn als je kijkt naar de leeftijdsgroep waarvoor het boek geschikt is. De gebeurtenissen worden beschreven vanuit verschillende, wisselende perspectieven en zijn goed te volgen. De enorm opgebouwde spanning wordt daardoor gelukkig onderbroken.  De angst van Elliot zie je veranderen in woede; een tijdelijke woede die hij eigenlijk niet kan plaatsen maar die hem toch goed uitkomt op dat moment. ‘Je kunt mij niet vermoorden’, zeg ik terwijl ik diep in zijn ogen kijk. ‘Ik ben al dood.’  Elliot beseft uiteindelijk dat hij is zoals hij is en dat dat niet erg is. De vertelstijl verandert regelmatig, maar dat past prima binnen dit verhaal. Dit is het eerste verhaal van Kevin Brooks waar ik mee kennismaak, maar ik kan deze bijzondere manier van vertellen erg waarderen. 'Wat beweegt de jonge zwarte deelpachter Tucker Caliban om huis, vee en akkers te vernietigen en met vrouw en kind naar het Noorden te vertrekken?'- Win Uit de maat voor je hele leesgroep! 'Het is autobiografisch, helemaal waargebeurd maar toch zie je elementen van fictie in de stijl en vooral de opbouw, dat maakt het des te sterker.' - Win boeken voor je hele leesclub! We gaan Wil van Jeroen Olyslaegers luisteren via de gratis Hebban Luisterboeken-app. Doe je mee?",1,unk,unk
22,"Het verhaal  Een eigen eiland speelt zich af op het Spaanse eiland Ibiza. De auteur bracht haar jeugd door op dit eiland, vandaar dat ze details over het landschap, de mensen en de taal, voortreffelijk weet te verwoorden. Het verhaal speelt zich af van maart 1987 tot en met september 1987 met als hoofdpersoon Marianne van 17 jaar. Marianne is nog een puber, die zich helemaal zelf moet zien te redden in de oude en verlaten villa van haar vader. Haar vader (Ron) zit in Groot-Brittannië in de gevangenis als gevolg van een drugsdelict. Haar moeder (Madresh) woont op het eiland Formentera, een eiland 7 km ten zuiden van Ibiza. Zij leeft als een soort hippie en lijkt zich niet zoveel aan te trekken van het leven van haar dochter. Marianne houdt van drank, xtc, seks en feesten en verkeert hierdoor geregeld is een soort roes. Naderhand moet ze van anderen horen wat ze heeft gezegd of heeft gedaan. Dit leven doet me een beetje denken aan de flowerpowerperiode tijdens de jaren 60; het leven dat haar moeder geleefd heeft …  Mijn leeservaring  Op het cover zijn een jonge vrouw in hippiekleding – in haar hand een sigaret - en een peuter met een flesje melk in de hand afgebeeld. Ze lopen over straat. Een cover dat de sfeer van de jaren 60 weergeeft.  Marianne ontduikt alle regels, zo ook de verkeersregels. Op een dag wordt ze aangehouden door de beruchte Guardia Civil als ze zonder helm en rijbewijs en zonder verzekeringspapieren op de motor van haar vader rijdt. Haar oog valt op een aantrekkelijke agent en vanaf dat moment kan ze hem niet meer uit haar gedachten zetten met alle gevolgen van dien… Je wordt door de auteur meegezogen in het verhaal van Marianne en beleeft als het ware mét haar haar losbandige bestaan en de angst om gesnapt te worden met pillen en grote hoeveelheden cash geld. In het laatste gedeelte van het boek komt de echte problematiek van Marianne naar boven. Eigenlijk is zij niet zo stoer en onafhankelijk als zij zichzelf voordoet: ze is op zoek naar geborgenheid, veiligheid en vooral naar liefde en een gewone wereld. Ze krijgt dan een goede raad: “We zijn er niet op gebouwd om op een eigen eiland te leven."" We hebben elkaar nodig om verder te leven …  Ik vond het een zeer boeiend en aangrijpend boek. Het leest vlot. De onrust, de eenzaamheid, de angst en de verwarring van Marianne zijn voor de lezer voelbaar en je wordt op een fijne manier meegezogen in het verhaal. Een verhaal met een duidelijke boodschap! Ik kan het boek zeker aanraden en ik geef het 4 sterren!",1,unk,unk
23,"Dit is het derde deel van Het Programma. Het verhaal speelt zich af vóór het eerste deel. Het verhaal gaat over Quinn die een sluiter is, ingehuurd door families die hun kind zijn verloren. Het is een apart, spannend verhaal wat je ook makkelijk los van de eerste twee delen kunt lezen. Toch is het beter om ze wel allemaal gelezen te hebben, zo snap je het einde toch wel beter, denk ik.  Het boek leest gemakkelijk en snel, en je wilt snel doorlezen. Vooral het einde is zeker spannend en eigenlijk zou er wel een vervolg op dit losse verhaal moeten komen, vind ik. Ook ben ik er nog steeds een voorstander van om dit boek (deze serie) te verfilmen, ik zou er echt benieuwd naar zijn! Al met al een goed, spannend, los verhaal en ik vind het jammer dat deze serie nu klaar is. Nu ben ik zeker nieuwsgierig naar meer boeken van Suzanne Young.",1,unk,unk
24,"Ja!  Eindelijk een thriller met de ***** kwaliteit waar ik van hou! De nachtploeg is een pakkend, grimmig verhaal over vrouwen die helemaal klem zitten in de moderne Japanse samenleving. De ondertitel 'literaire thriller' klopt trouwens wel. Natsuo Kirino heeft een heel eigen, soepele stijl en hoe makkelijk dit boek ook leest, de inhoud is klasse. Bovendien: uitstekend vertaald. Wanneer komt de volgende Natsuo Kirino?",1,unk,unk
25,"Becky Abertali (auteur van oa. Simon vs.) en Adam Silvera (Op het einde gaan ze allebei dood) bundelden voor dit boek hun krachten en , zoals verwacht, was What if it’s us perfect. Ik had het niet gedacht, want samen een boek schrijven lijkt me een hele opgave. Maar de schrijfstijl van de schrijvers paste op zo’n leuke en verrassende manier samen dat het een mooi harmonieus geheel vormde.  Dit verhaal gaat over Arthur en Ben die door de krachten van het universum elkaar leren kennen in een postkantoor. Hun relatie gaat niet van een leien dakje, maar een ding is zeker: er is vuurwerk. Heel veel vuurwerk. Toch is dit niet het alledaagse liefdesverhaal. Het gaat ook over jezelf ontdekken, omgaan met relaties én tiener zijn. Ook durft dit boek soms onverwachte bochten te nemen, waardoor je als lezer helemaal in het verhaal wordt gesleurd en meevoelt met de personages.  Zonder het er te dik op te leggen, geeft dit boek een heel belangrijke boodschap mee aan de lezer. Het gaat over de universaliteit van de liefde. Dat liefde niet verbonden is aan een gender en dat het gewoon liefde is. Toch laat dit boek ook zien dat dat niet voor iedereen als vanzelfsprekend wordt ervaren en hoe die confrontaties soms leiden tot pijnlijke situaties. Het doet je dingen begrijpen op een frisse, eigentijdse manier. And I love it.  Bovendien vond ik de personages geweldig. Ze zijn levensecht. Het zijn fanboys van Hamilton, The Sims en eigenlijk alles wat een tiener vandaag de dag bezighoudt. Ook de humor in dit boek was on top. Vanaf pagina een lees je dit boek met een glimlach op je gezicht.  Ik moet dus echt wel bekennen dat Abertali & Silvera een super boek hebben neergeschreven dat herkenbaar is voor elke tiener in deze mediawereld. Ik hield van de zachte, zoete momenten, maar ook van de realistische, harde. Dit boek is –cliché, ik weet het – een rollercoaster van emoties. Maar ik ben blij dat mijn glimlach is blijven hangen op het einde.  Ik raad dit boek aan aan iedereen die een liefde voor contemporary en humor heeft. Als je bovendien nog eens houdt van leuke Harry Potter-referenties, dan raad ik je aan om nu meteen naar de boekhandel te rennen. 'Het is autobiografisch, helemaal waargebeurd maar toch zie je elementen van fictie in de stijl en vooral de opbouw, dat maakt het des te sterker.' - Win boeken voor je hele leesclub! On The Come Up is een krachtig verhaal over hip hop, vrijheid van meningsuiting en vechten voor je dromen, ook al werken je omstandigheden niet mee. Schrijf je in voor de Epic Reads-leesclub! 'Wat beweegt de jonge zwarte deelpachter Tucker Caliban om huis, vee en akkers te vernietigen en met vrouw en kind naar het Noorden te vertrekken?'- Win Uit de maat voor je hele leesgroep!",1,unk,unk
26,"Graham Norton neemt je mee naar het kleine dorpje Duneen in Ierland. Norton schrijft heel mooi en duidelijk over dit dorpje en het is zeker voor lezers uit kleine dorpjes gelijk heel herkenbaar.  In dit kleine dorpje hebben ze 1 agent P.J Collins een hele rustige goedzak, die echt aan de bak moet omdat er tijdens graafwerkzaamheden mensenlijke resten worden gevonden. Nu heeft hij eindelijk echt iets aan zijn politieopleiding, en wil de zaak grotendeels zelf oplossen. Maar hij krijgt wel hulp uit de grote stad om dit op te lossen. Tijdens het onderzoek stuit Collins al gauw op geruchten dat het hier zou gaan om Tommy Burke. En de grote vraag is dan ook wie weet hier meer van, want in een klein dorp waar het ons kent ons is moet je daar natuurlijk gauw achter kunnen komen. Op deze zoektocht komt hij in contact met 2 soort van exen van Tommy, Evelyn en Brid en deze brengen allerlei gevoelens boven bij P.J Collins.   Graham Norton heeft hiermee een detective achtig boek geschreven, wat zich prima leent voor de tv, zag het zelf al voor me, en met de personages heeft hij ook een soort van je houdt van ze gevoel gemaakt zodat er hopelijk nog meer van deze boeken volgen. Het is knap dat Graham je in dit boek steeds meeneemt van het ene personage en dan weer naar de andere, zodat je steeds denkt dat je denkt te weten hoe het zit en eigenlijk nog steeds niet achter de geheimen bent. We gaan Wil van Jeroen Olyslaegers luisteren via de gratis Hebban Luisterboeken-app. Doe je mee? 'Wat beweegt de jonge zwarte deelpachter Tucker Caliban om huis, vee en akkers te vernietigen en met vrouw en kind naar het Noorden te vertrekken?'- Win Uit de maat voor je hele leesgroep! 'Het is autobiografisch, helemaal waargebeurd maar toch zie je elementen van fictie in de stijl en vooral de opbouw, dat maakt het des te sterker.' - Win boeken voor je hele leesclub!",1,unk,unk
27,"The Boy at the door is het verhaal rondom Cecilia Wilborg, die op een dag wordt geconfronteerd met de achtjarige Tobias. Deze jongen zorgt ervoor, dat het tot dat moment perfecte leventje van Cecilia behoorlijk op zijn kop wordt gezet.  Laat ik beginnen met de positieve punten: Alex Dahl is absoluut een auteur met kwaliteiten. Het verhaal is op zich goed in elkaar gezet, met redelijke personages. Maar als ik een boek lees, waarop op de kaft het etiket 'Thriller' staat verwacht een boek dat op een of andere manier een bepaalde spanning heeft. In dit verhaal heb ik echter werkelijk geen enkele vorm van spanning kunnen ontdekken.  Omdat dit boek als thriller in de markt is gezet ben ik van mening dat het ook als zodanig moet worden beoordeeld. Helaas kan ik dan niet anders dan het boek als een misser beoordelen. Helaas kom ik dan voor The boy at the door niet verder dan 1 ster. We gaan Wil van Jeroen Olyslaegers luisteren via de gratis Hebban Luisterboeken-app. Doe je mee? 'Het is autobiografisch, helemaal waargebeurd maar toch zie je elementen van fictie in de stijl en vooral de opbouw, dat maakt het des te sterker.' - Win boeken voor je hele leesclub! 'Wat beweegt de jonge zwarte deelpachter Tucker Caliban om huis, vee en akkers te vernietigen en met vrouw en kind naar het Noorden te vertrekken?'- Win Uit de maat voor je hele leesgroep!",0,unk,unk
28,"Er gebeurt iets vreemds op het vliegveld JFK. Een boeing 777 is aan het landen en ineens is de communicatie weg……Radiostilte……. Het vliegtuig is veilig aan de grond gekomen. Toch klopt er iets niet! Het is muisstil. Alle rolluikjes zitten dicht…….. Als Eph Goodweather met zijn team van het CDC het vliegtuig binnen gaat, schrikken ze! Alle passagiers zijn dood, maar hoe? Dat proberen ze te weten te komen. Als met hun onderzoek bezig zijn vinden ze toch nog 4 overlevenden, zij gaan meteen in quarantaine. Het blijkt om een virus te gaan, maar geen een zoals wij het kennen……. Ze vinden een vreemde kist aan boord, gevuld met aarde..Nu zie ik je meteen al denken…… De lijken hebben geen rood bloed meer, maar witte blubberige massa in hun aderen. Op een gegeven moment verdwijnen alle 199 doden uit de mortuaria in de stad. Ze worden overal gespot, naakt, wandelend en met een vreemde blik in hun ogen… Het einde van de mensheid is nabij, want de manier waarop deze wezens zich voeden is gruwelijk en razendsnel! Voor de mensen die van horror houden echt een aanrader. Kreeg van mij 4 sterren. Het is heel origineel. Het eerste van een trilogie. Je word in het boek gezogen..wat een enorme leuke uitspraak is omtrent het thema van dit boek…De Meester is dus de baas, en hij wil de mensheid vernietigen! Eph en zijn team doen hun best om dit te voorkomen…. Hij word vergezeld door Nora, zijn collega, een oude joodse man en een rattenvanger;-) Een echte aanrader dit boek..ik verklap niets meer, lezen dus!",1,unk,unk
29,"I voluntarily reviewed an Advance Reader Copy of this book.  OMG this book is.... there are no words for it. This book is AMAZING. And the epilogue, wow. I loved every word. This book left me with a big smile and tears streaming down my face, in a very good way.  Rebecca Yarros proved again what an amazing writer she is. She makes you feel everything tge characters are feeling.  I loved Nova and especially Wilder very, very much, but I think Rebel is my favorite.  Rebel is the third and last installment in an amazing trilogy about the Renegades. Rebel is the only original female Renegade and I loved that this book was about her. And Cruz was very swoon worthy. 'Wat beweegt de jonge zwarte deelpachter Tucker Caliban om huis, vee en akkers te vernietigen en met vrouw en kind naar het Noorden te vertrekken?'- Win Uit de maat voor je hele leesgroep! We gaan Wil van Jeroen Olyslaegers luisteren via de gratis Hebban Luisterboeken-app. Doe je mee? 'Het is autobiografisch, helemaal waargebeurd maar toch zie je elementen van fictie in de stijl en vooral de opbouw, dat maakt het des te sterker.' - Win boeken voor je hele leesclub!",1,unk,unk
30,"Deze stand-alone van Karen Slaughter is weer een meestwerkje van de Queen of Crime. Charlie raakt op jonge leeftijd betrokken bij een groot drama, haar moeder wordt voor haar ogen doodgeschoten en haar zus levend begraven. En dat allemaal omdat haar vader Rusty advocaat is van het tuig uit de regio. Dertig jaar later heeft ze haar leven verkloot, haar man is bij haar weg, ze werkt als advocate voor drugskoeriers en deelt een kantoor met haar vader. Dan wordt ze betrokken bij een school shooting, de 18-jarige Kelly wordt gevonden met een pistool in haar hand en een dode rector en een dood kind in de gang. De hele wereld weet dat ze schuldig is maar Rusty neemt haar verdediging op zich en trekt Charlie terug in de wereld die ze heeft willen verlaten. Het is een heerlijk spannend boek waarbij door de kleine perspectiefwisselingen steeds een beetje meer bekend wordt. Het is net wat minder gruwelijk dan haar andere boeken en dat is ook wel prettig. De herhalingen van wat er gebeurd op de avond dat haar moeder overlijd zijn echter iets te overvloedig en dat is jammer, terwijl we wel elke keer iets nieuws te weten komen. De karakters ontwikkelen zich goed en je leeft ontzettend mee met Charlie en haar familie. Een rasechte pageturner die ik binnen een paar dagen uitlas. We gaan Wil van Jeroen Olyslaegers luisteren via de gratis Hebban Luisterboeken-app. Doe je mee? 'Wat beweegt de jonge zwarte deelpachter Tucker Caliban om huis, vee en akkers te vernietigen en met vrouw en kind naar het Noorden te vertrekken?'- Win Uit de maat voor je hele leesgroep! 'Het is autobiografisch, helemaal waargebeurd maar toch zie je elementen van fictie in de stijl en vooral de opbouw, dat maakt het des te sterker.' - Win boeken voor je hele leesclub!",1,unk,unk
